1093,109,50
1094,3,50
1094,4,50
1094,77,10
1094,99,50
1094,102,100
1094,107,50
1095,12,30
1095,13,10
1095,15,30
1095,84,30
1095,85,50
1095,86,30
1096,9,50
1096,19,100
1096,79,10
1096,94,50
1096,96,50
1096,98,30
1097,1,100
1097,44,50
1097,45,30
1097,81,50
1097,97,30
1097,123,50
1098,19,50
1098,46,50
1098,49,50
1098,93,100
1098,95,50
1098,106,100
1099,9,30
1099,38,50
1099,48,50
1099,82,50
1099,97,50
1099,123,50
1100,40,50
1100,47,50
1100,48,50
1100,87,40
1100,88,30
1100,101,50
1101,64,50
1101,66,50
1101,93,60
1101,104,50
1101,109,50
1102,21,5
1102,22,5
1102,81,50
1102,82,50
1102,99,50
1103,11,30
1103,12,30
1103,13,50
1103,97,50
1103,123,50
1104,32,10
1104,33,50
1104,39,50
1104,91,50
1104,92,50
1104,94,50
1105,39,50
1105,40,50
1105,41,30
1105,82,50
1105,97,50
1105,101,100
1106,16,50
1106,17,50
1106,85,80
1106,100,100
1106,104,100
1107,11,50
1107,12,50
1107,96,30
1107,107,50
1107,110,50
1108,64,100
1108,65,80
1108,111,200
1108,119,100
1108,123,100
1109,1,100
1109,2,100
1109,3,100
1109,115,50
1109,117,50
1109,122,50
1110,65,100
1110,66,100
1110,67,50
1110,109,100
1110,110,200
1110,122,50
1111,37,50
1111,38,50
1111,39,40
1111,97,50
1111,112,50
1111,123,50
1112,8,50
1112,67,50
1112,68,50
1112,81,50
1112,103,100
1112,105,30
1113,1,50
1113,2,50
1113,84,50
1113,85,50
1113,94,30
1114,20,10
1114,44,30
1114,50,50
1114,82,50
1114,97,50
1114,103,100
1115,30,30
1115,39,50
1115,70,50
1115,82,50
1115,87,50
1115,90,60
1116,48,100
1116,49,100
1116,91,50
1116,92,50
1116,94,50
1117,66,50
1117,67,50
1117,100,30
1117,101,50
1117,102,100
1118,72,30
1118,77,10
1118,79,10
1118,84,50
1118,96,30
1118,118,50
1119,31,30
1119,33,10
1119,38,50
1119,97,50
1119,112,50
1119,123,50
1120,10,100
1120,39,80
1120,70,100
1120,93,50
1120,98,50
1120,104,50
2001,27,50
2001,28,30
2001,98,50
2001,106,50
2001,108,50
2002,4,30
2002,5,30
2002,81,50
2002,94,30
2002,104,50
2003,1,20
2003,2,20
2003,82,50
2003,97,50
2003,123,50
2004,5,20
2004,6,20
2004,113,50
2004,120,80
2004,122,50
2005,11,10
2005,12,10
2005,84,50
2005,114,50
2005,118,30
2006,26,20
2006,27,20
2006,91,30
2006,92,30
2006,95,30
2007,65,30
2007,66,20
2007,97,50
2007,99,100
2007,104,50
2008,75,10
2008,76,10
2008,89,50
2008,93,50
2008,98,50
2009,6,30
2009,7,30
2009,99,50
2009,104,30
2009,123,50
2010,8,30
2010,9,20
2010,97,30
2010,100,50
2010,106,50
2011,5,20
2011,6,20
2011,82,50
2011,97,30
2011,123,30
2012,39,20
2012,40,20
2012,82,50
2012,101,50
2012,112,30
2013,52,30
2013,53,5
2013,89,50
2013,90,30
2013,99,50
2014,60,30
2014,61,20
2014,85,50
2014,86,50
2014,94,30
2015,73,10
2015,77,5
2015,84,50
2015,96,30
2015,104,20
2015,110,50
2016,38,20
2016,39,20
2016,82,30
2016,112,30
2016,123,50
2017,55,3
2017,71,10
2017,103,50
2017,105,10
2017,123,30
2018,56,20
2018,61,30
2018,113,50
2018,115,50
2018,117,100
2019,3,30
2019,44,20
2019,109,100
2019,119,50
2019,122,50
2020,14,10
2020,20,10
2020,114,30
2020,115,50
2020,118,30
2021,20,10
2021,22,5
2021,86,50
2021,109,30
2021,116,50
2022,12,10
2022,15,20
2022,84,50
2022,85,50
2022,86,50
2023,59,20
2023,60,30
2023,98,50
2023,104,40
2023,106,100
2024,48,30
2024,50,30
2024,87,30
2024,88,30
2024,97,30
2025,38,30
2025,39,30
2025,99,50
2025,107,50
2025,108,100
2026,9,20
2026,80,30
2026,86,50
2026,89,30
2026,94,50
2027,51,30
2027,52,30
2027,81,50
2027,95,50
2027,104,50
2028,3,30
2028,4,30
2028,96,30
2028,115,50
2028,122,50
2029,14,20
2029,15,20
2029,97,50
2029,112,30
2029,123,50
2030,62,30
2030,68,30
2030,110,50
2030,116,50
2030,121,30
2031,16,40
2031,67,30
2031,109,50
2031,114,30
2031,122,30
2032,8,30
2032,10,30
2032,84,30
2032,114,50
2032,118,30
2033,62,30
2033,63,20
2033,65,20
2033,93,50
2033,95,100
2033,101,80
2034,17,30
2034,20,10
2034,91,50
2034,92,50
2034,94,30
2035,72,30
2035,77,30
2035,96,50
2035,98,30
2035,104,30
2036,28,10
2036,57,30
2036,100,50
2036,106,50
2036,119,50
2037,63,30
2037,64,30
2037,117,50
2037,122,50
2037,123,100
2038,32,30
2038,44,40
2038,115,50
2038,116,50
2038,121,30
2039,10,30
2039,68,40
2039,81,100
2039,115,50
2039,123,50
2040,33,10
2040,38,40
2040,97,30
2040,112,30
2040,115,50
2041,41,50
2041,42,50
2041,81,100
2041,82,100
2041,120,100
2042,22,5
2042,36,10
2042,97,50
2042,112,50
2042,123,100
2043,1,30
2043,23,30
2043,88,50
2043,97,100
2043,123,50
2044,10,30
2044,70,20
2044,81,50
2044,82,50
2044,123,100
2045,53,10
2045,55,5
2045,96,50
2045,118,50
2045,122,50
2046,47,30
2046,48,40
2046,50,40
2046,81,50
2046,101,30
2046,123,100
2047,36,30
2047,42,50
2047,46,40
2047,93,50
2047,96,30
2047,98,100
2048,11,10
2048,13,30
2048,35,20
2048,81,50
2048,82,50
2048,97,50
2049,24,50
2049,25,50
2049,26,30
2049,85,50
2049,98,50
2049,102,100
2050,28,30
2050,29,30
2050,30,30
2050,104,100
2050,106,50
2050,107,30
2051,19,100
2051,20,30
2051,78,50
2051,92,50
2051,96,30
2051,118,30
2052,9,30
2052,14,20
2052,54,3
2052,81,50
2052,82,50
2052,122,30
2053,55,10
2053,56,50
2053,72,30
2053,115,50
2053,116,50
2053,117,100
2054,66,20
2054,71,30
2054,78,30
2054,110,20
2054,114,30
2054,118,50
2055,73,50
2055,74,50
2055,77,10
2055,109,50
2055,113,100
2055,123,50
2056,64,80
2056,65,80
2056,66,80
2056,109,100
2056,114,50
2056,122,100
2057,72,30
2057,77,20
2057,79,30
2057,109,30
2057,114,50
2057,118,50
2058,1,20
2058,3,20
2058,38,50
2058,82,100
2058,112,50
2058,123,100
2059,10,50
2059,11,30
2059,15,30
2059,96,50
2059,114,30
2059,118,50
2060,21,5
2060,22,5
2060,23,40
2060,81,100
2060,97,50
2060,123,100
2061,8,50
2061,9,50
2061,10,50
2061,81,100
2061,82,100
2061,105,30
2062,5,100
2062,6,100
2062,7,100
2062,93,50
2062,104,50
2062,117,100
2063,16,50
2063,17,50
2063,18,30
2063,100,50
2063,101,50
2063,106,50
2064,53,10
2064,62,30
2064,66,50
2064,81,100
2064,82,100
2064,123,100
2065,48,50
2065,49,50
2065,50,50
2065,91,50
2065,92,50
2065,95,50
2066,55,10
2066,56,50
2066,94,30
2066,98,30
2066,104,50
2067,65,50
2067,66,50
2067,67,50
2067,103,100
2067,107,100
2067,109,80
2068,4,50
2068,38,50
2068,41,50
2068,82,100
2068,97,50
2068,112,100
2069,49,30
2069,74,30
2069,75,20
2069,102,100
2069,108,50
2069,115,30
2070,8,50
2070,9,50
2070,10,50
2070,113,50
2070,121,50
2070,122,30
2071,78,30
2071,79,30
2071,80,50
2071,110,30
2071,114,50
2071,122,80
2072,21,5
2072,22,5
2072,23,40
2072,81,100
2072,112,50
2072,123,100
2073,61,30
2073,63,30
2073,67,50
2073,103,100
2073,105,10
2073,123,50
2074,72,10
2074,74,30
2074,79,10
2074,109,30
2074,114,50
2074,122,10
2075,35,10
2075,44,50
2075,55,1
2075,113,30
2075,114,50
2075,123,100
2076,8,30
2076,9,50
2076,10,100
2076,94,30
2076,96,20
2076,109,30
2077,45,50
2077,48,50
2077,49,50
2077,91,20
2077,92,40
2077,95,50
2078,78,30
2078,79,10
2078,80,40
2078,84,20
2078,96,50
2078,98,30
2079,21,10
2079,22,10
2079,30,30
2079,89,50
2079,90,50
2079,102,100
2080,56,40
2080,73,30
2080,75,40
2080,96,50
2080,103,100
2080,105,10
2081,31,30
2081,38,50
2081,39,50
2081,106,50
2081,108,30
2081,110,50
2082,32,30
2082,45,10
2082,48,40
2082,97,50
2082,112,30
2082,123,100
2083,38,50
2083,39,50
2083,85,100
2083,86,50
2083,93,50
2084,37,50
2084,51,50
2084,52,40
2084,90,50
2084,99,100
2084,104,50
2085,15,50
2085,19,100
2085,80,40
2085,107,30
2085,111,100
2085,119,50
2086,24,50
2086,25,50
2086,33,30
2086,81,100
2086,120,50
2086,124,30
2087,38,50
2087,39,50
2087,97,50
2087,112,30
2087,123,100
2088,67,50
2088,68,50
2088,113,50
2088,115,50
2088,117,100
2089,28,30
2089,48,30
2089,81,50
2089,112,30
2089,123,100
2090,12,100
2090,14,50
2090,18,30
2090,88,30
2090,95,50
2090,99,100
2091,55,10
2091,58,40
2091,91,30
2091,92,30
2091,104,50
2092,11,30
2092,54,3
2092,84,50
2092,85,50
2092,86,50
2093,69,30
2093,70,30
2093,97,70
2093,112,70
2093,123,50
2094,61,30
2094,62,30
2094,64,50
2094,93,50
2094,96,40
2094,98,50
2095,52,50
2095,60,30
2095,99,50
2095,104,50
2095,109,30
2096,38,30
2096,48,40
2096,64,30
2096,97,30
2096,112,30
2096,123,50
2097,44,50
2097,45,50
2097,90,50
2097,100,30
2097,101,40
2098,25,30
2098,26,30
2098,81,50
2098,82,50
2098,123,50
2099,64,50
2099,66,50
2099,93,50
2099,99,100
2099,102,100
2100,8,30
2100,22,5
2100,81,100
2100,99,50
2100,103,50
2101,8,30
2101,9,30
2101,94,30
2101,103,30
2101,105,10
2102,14,30
2102,25,30
2102,91,50
2102,96,30
2102,104,20
2103,14,30
2103,64,50
2103,95,50
2103,98,30
2103,104,40
2104,73,50
2104,74,50
2104,77,10
2104,101,50
2104,102,100
2104,117,70
2105,14,30
2105,66,50
2105,77,10
2105,81,30
2105,91,30
2105,92,30
2106,1,50
2106,2,50
2106,81,30
2106,97,50
2106,123,50
2107,28,30
2107,42,10
2107,44,30
2107,97,50
2107,112,50
2107,123,50
2108,38,50
2108,39,50
2108,70,50
2108,93,100
2108,99,50
2108,104,30
2109,2,30
2109,10,30
2109,64,50
2109,81,50
2109,96,50
2109,109,30
2110,42,10
2110,48,30
2110,81,20
2110,97,30
2110,123,50
2111,60,50
2111,67,30
2111,94,50
2111,98,30
2111,117,100
2112,38,40
2112,39,40
2112,40,30
2112,81,50
2112,87,30
2112,97,30
2113,8,100
2113,9,100
2113,10,100
2113,94,30
2113,103,100
2113,105,100
2114,8,80
2114,9,80
2114,10,80
2114,94,30
2114,99,100
2114,123,100
2115,58,40
2115,68,40
2115,96,50
2115,114,50
2115,118,30
2116,12,30
2116,14,30
2116,15,30
2116,97,30
2116,112,30
2116,123,100
2117,8,100
2117,9,100
2117,114,30
2117,118,30
2117,122,50
2118,75,50
2118,76,50
2118,111,100
2118,115,50
2118,120,100
2119,8,50
2119,9,50
2119,114,50
2119,118,30
2119,122,50
2120,35,30
2120,36,20
2120,113,50
2120,116,50
2120,121,30
3001,1,100
3001,2,200
3001,3,100
3001,4,100
3001,10,300
3001,15,20
3001,30,10
3001,48,10
3001,49,10
3001,50,10
3002,8,50
3002,10,50
3002,61,20
3002,62,20
3002,69,40
3002,70,40
3002,73,30
3002,74,30
3002,77,10
3002,80,20
3003,4,30
3003,24,50
3003,34,30
3003,44,28
3003,54,10
3003,64,30
3003,74,20
3004,1,50
3004,10,50
3004,11,20
3004,23,30
3004,33,10
3004,43,10
3004,45,30
3004,53,5
3004,58,30
3004,77,5
3005,6,40
3005,15,30
3005,16,20
3005,19,40
3005,23,30
3005,26,20
3005,56,50
3005,66,30
3005,78,20
3005,79,20
3006,3,20
3006,4,20
3006,5,30
3006,6,30
3006,7,30
3006,12,30
3006,13,50
3006,15,10
3006,36,10
3006,37,10
3007,1,30
3007,2,30
3007,3,30
3007,4,30
3007,21,10
3007,22,10
3007,43,30
3007,46,30
3007,47,10
3007,48,40
3008,4,40
3008,8,30
3008,21,5
3008,22,5
3008,35,10
3008,38,30
3008,48,10
3008,49,10
3008,50,20
3008,56,10
3008,58,10
3009,3,40
3009,4,40
3009,5,50
3009,8,40
3009,9,10
3009,21,5
3009,22,5
3009,41,10
3009,61,10
3009,71,10
3010,28,10
3010,29,10
3010,30,10
3010,35,10
3010,36,10
3010,52,30
3010,54,10
3010,55,30
3010,61,20
3010,62,20
3011,8,10
3011,9,10
3011,10,10
3011,21,5
3011,22,5
3011,30,10
3011,31,30
3011,36,10
3011,38,10
3011,39,30
3012,8,30
3012,9,50
3012,10,50
3012,20,10
3012,21,3
3012,22,3
3012,31,10
3012,33,5
3012,37,20
3012,38,20
3013,5,30
3013,6,30
3013,7,20
3013,13,5
3013,15,10
3013,18,5
3013,21,3
3013,22,3
3013,23,30
3013,25,30
3014,57,40
3014,58,40
3014,59,10
3014,60,40
3014,63,20
3014,64,20
3014,65,20
3014,66,20
3014,67,20
3014,68,20
3015,6,50
3015,8,20
3015,18,40
3015,28,30
3015,38,30
3015,48,40
3015,58,30
3015,68,25
3015,78,10
3015,80,30
3016,3,35
3016,13,10
3016,23,20
3016,33,40
3016,43,30
3016,53,20
3016,63,30
3016,73,10
3017,4,20
3017,18,20
3017,25,30
3017,37,20
3017,46,30
3017,51,30
3017,65,10
3017,76,10
3018,1,30
3018,11,20
3018,21,30
3018,31,20
3018,41,30
3018,51,30
3018,61,20
3018,71,50
3019,1,20
3019,2,20
3019,3,20
3019,4,20
3019,11,10
3019,12,50
3019,13,10
3019,14,30
3019,21,10
3019,22,10
3020,6,50
3020,10,50
3020,18,30
3020,19,100
3020,29,30
3020,30,30
3020,71,20
3020,74,50
3020,75,30
3020,76,30
3021,46,30
3021,47,30
3021,51,30
3021,56,20
3021,61,10
3021,64,30
3021,65,30
3021,66,30
3021,67,30
3021,79,30
3022,3,50
3022,6,30
3022,8,50
3022,14,20
3022,16,20
3022,17,20
3022,26,50
3022,28,10
3022,31,50
3022,80,30
3023,1,30
3023,2,30
3023,8,40
3023,9,50
3023,10,50
3023,11,10
3023,12,40
3023,18,20
3023,21,30
3023,23,50
3024,1,30
3024,2,30
3024,5,30
3024,7,30
3024,23,50
3024,28,10
3024,30,30
3024,49,50
3024,69,50
3024,70,50
3025,15,40
3025,16,10
3025,17,10
3025,28,20
3025,29,20
3025,30,20
3025,38,30
3025,39,30
3025,41,50
3025,42,50
3026,1,50
3026,2,50
3026,3,50
3026,4,50
3026,5,30
3026,6,30
3026,7,80
3026,35,30
3026,39,10
3026,40,30
3027,14,50
3027,16,50
3027,17,50
3027,19,100
3027,24,100
3027,32,50
3027,34,10
3027,36,10
3027,40,20
3027,46,30
3028,15,10
3028,32,10
3028,45,30
3028,56,20
3028,76,40
3029,3,20
3029,8,30
3029,12,20
3029,31,10
3029,45,10
3029,60,20
3029,61,20
3029,73,30
3030,14,30
3030,20,10
3030,24,30
3030,25,50
3030,26,30
3030,27,30
3030,28,10
3030,48,30
3030,49,30
3030,50,30
3031,2,40
3031,6,40
3031,37,20
3031,40,30
3031,43,30
3031,46,10
3031,48,30
3031,55,20
3031,59,10
3031,70,30
3032,23,30
3032,30,10
3032,46,20
3032,47,30
3032,56,20
3032,57,30
3032,58,30
3032,59,5
3032,60,10
3032,61,20
3033,1,10
3033,2,10
3033,3,10
3033,4,10
3033,5,30
3033,6,30
3033,7,30
3033,13,50
3033,23,50
3033,40,50
3034,26,50
3034,27,50
3034,28,20
3034,29,20
3034,30,20
3034,35,30
3034,36,30
3034,37,30
3034,38,30
3034,39,30
3035,3,30
3035,7,50
3035,9,50
3035,10,50
3035,12,10
3035,21,20
3035,22,20
3036,8,30
3036,9,30
3036,10,25
3036,11,10
3036,14,10
3036,17,30
3036,55,3
3036,62,10
3036,68,10
3036,71,30
3036,72,40
3037,31,50
3037,32,50
3037,37,30
3037,38,30
3037,39,30
3037,48,30
3037,52,30
3037,55,20
3037,60,30
3037,80,30
3038,21,5
3038,22,5
3038,23,50
3038,32,10
3038,37,50
3038,38,50
3038,39,50
3038,42,30
3038,47,50
3038,50,30
3039,1,30
3039,11,20
3039,14,30
3039,20,10
3039,53,10
3039,68,30
3039,74,40
3040,40,10
3040,42,30
3040,51,20
3040,58,20
3040,61,10
3040,64,30
3040,65,30
3040,67,30
3040,68,30
3040,70,30
3041,1,50
3041,8,40
3041,9,50
3041,10,50
3041,11,3
3041,12,20
3041,73,20
3041,75,5
3041,76,5
3041,80,30
3042,1,30
3042,2,30
3042,5,40
3042,6,40
3042,13,30
3042,24,50
3042,27,30
3042,32,10
3042,40,20
3042,56,10
3043,3,20
3043,7,40
3043,27,50
3043,28,10
3043,32,40
3043,44,30
3043,45,30
3043,65,20
3043,66,20
3043,80,50
3044,1,30
3044,2,30
3044,5,50
3044,6,50
3044,28,10
3044,31,10
3044,36,10
3044,38,30
3044,71,30
3044,78,20
3045,1,10
3045,2,10
3045,5,30
3045,6,30
3045,12,30
3045,15,10
3045,18,10
3045,26,10
3045,27,10
3045,30,10
3046,38,40
3046,48,30
3046,51,20
3046,62,30
3046,67,30
3046,71,50
3046,72,20
3046,77,10
3046,78,30
3046,79,10
3047,9,30
3047,19,50
3047,29,30
3047,39,30
3047,49,30
3047,59,5
3047,69,30
3047,79,20
3048,41,30
3048,42,30
3048,44,20
3048,45,20
3048,47,20
3048,51,40
3048,52,40
3048,53,3
3048,54,2
3048,71,30
3049,7,30
3049,9,50
3049,13,10
3049,15,30
3049,21,20
3049,22,20
3049,39,50
3049,68,30
3049,69,10
3049,70,10
3050,9,50
3050,11,30
3050,20,30
3050,62,30
3050,67,30
3050,68,20
3050,73,30
3050,79,10
3050,80,20
3051,10,30
3051,20,50
3051,23,30
3051,25,30
3051,34,25
3051,39,30
3051,50,30
3051,60,20
3051,70,30
3051,80,30
3052,2,30
3052,12,20
3052,22,5
3052,32,10
3052,42,30
3052,52,30
3052,62,20
3052,72,10
3053,22,5
3053,23,40
3053,24,30
3053,25,30
3053,30,10
3053,40,30
3053,41,50
3053,61,10
3053,62,30
3053,65,20
3054,6,30
3054,24,30
3054,25,20
3054,26,10
3054,40,10
3054,42,30
3054,73,30
3054,74,30
3054,78,10
3054,80,30
3055,4,100
3055,28,50
3055,30,80
3055,37,50
3055,39,50
3055,40,50
3055,46,80
3055,48,60
3055,57,50
3055,59,30
3056,9,30
3056,10,30
3056,15,20
3056,44,20
3056,54,10
3056,69,10
3056,77,5
3057,1,30
3057,8,50
3057,15,30
3057,18,20
3057,28,30
3057,29,30
3057,30,30
3057,38,10
3057,39,10
3057,40,30
3058,55,30
3058,61,10
3058,62,10
3058,67,50
3058,68,10
3058,71,10
3058,72,5
3058,78,10
3058,79,10
3058,80,30
3059,1,50
3059,5,50
3059,10,50
3059,15,30
3059,20,50
3059,25,20
3059,30,10
3059,35,30
3059,40,40
3059,45,50
3060,1,20
3060,2,20
3060,3,20
3060,4,20
3060,69,100
3060,70,100
3060,71,30
3060,72,20
3060,75,50
3060,76,50
3061,18,10
3061,20,30
3061,23,50
3061,36,20
3061,47,20
3061,52,30
3061,66,10
3061,71,30
3061,75,40
3061,77,4
3062,8,50
3062,9,50
3062,10,100
3062,15,30
3062,21,5
3062,22,5
3062,36,5
3062,37,50
3062,38,50
3062,39,50
3063,16,30
3063,17,30
3063,24,30
3063,27,30
3063,31,50
3063,34,50
3063,57,30
3063,58,30
3063,69,50
3063,70,50
3064,11,10
3064,12,50
3064,20,30
3064,33,5
3064,46,50
3064,48,50
3064,54,10
3064,59,5
3064,73,20
3064,78,10
3065,1,100
3065,8,100
3065,9,100
3065,10,100
3065,16,20
3065,20,10
3065,31,10
3065,34,10
3065,63,20
3065,67,20
